Name,CreatedDate,Service_Application,Post_Assessment_Date,Post,Pre_Assessment_Date,Pre,Priority_Rank,Priority_Name,Impact_Category
IS-00779,2019-04-29 19:14:13,service_app_17,2020-03-27 00:00:00,Yes,2019-03-15 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-00780,2019-04-29 19:16:18,service_app_17,2020-03-27 00:00:00,Yes,2019-03-15 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-00781,2019-04-29 19:16:38,service_app_17,2020-03-27 00:00:00,Yes,2019-03-15 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-00783,2019-04-29 19:24:51,service_app_17,2020-03-27 00:00:00,Yes,2019-03-15 00:00:00,No,13,Appliances OK,Health Risk
IS-00784,2019-04-29 19:25:15,service_app_17,2020-03-27 00:00:00,No,2019-03-15 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-00786,2019-04-29 19:31:28,service_app_17,2020-03-27 00:00:00,Yes,2019-03-15 00:00:00,No,15,Sink/toilet/bath OK,Health Risk
IS-00787,2019-04-29 19:31:49,service_app_17,2020-03-27 00:00:00,Yes,2019-03-15 00:00:00,Yes,16,Mods in bath if needed,Falls Prevention
IS-00788,2019-04-29 19:32:18,service_app_17,2020-03-27 00:00:00,Yes,2019-03-15 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-00791,2019-04-29 19:33:08,service_app_17,2020-03-27 00:00:00,Yes,2019-03-15 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-00792,2019-04-29 19:33:39,service_app_17,2020-03-27 00:00:00,Yes,2019-03-15 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-00794,2019-04-29 19:34:38,service_app_17,2020-03-27 00:00:00,No,2019-03-15 00:00:00,No,20,No ratty carpeting,Air Quality
IS-00795,2019-04-29 19:34:55,service_app_17,2020-03-27 00:00:00,Yes,2019-03-15 00:00:00,No,21,Dryer vented outside,Home Preservation
IS-00797,2019-04-29 19:36:01,service_app_17,2020-03-27 00:00:00,Yes,2019-03-15 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-00796,2019-04-29 19:35:33,service_app_17,2020-03-27 00:00:00,Yes,2019-03-15 00:00:00,No,22,Interior temperature OK,Health Risk
IS-00798,2019-04-29 19:36:33,service_app_17,2020-03-27 00:00:00,Yes,2019-03-15 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-00799,2019-04-29 19:37:11,service_app_17,2020-03-27 00:00:00,Yes,2019-03-15 00:00:00,Yes,25,No water leaks,Air Quality
IS-00800,2019-04-29 19:48:30,service_app_19,2020-07-23 00:00:00,Yes,2019-03-15 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-00801,2019-04-29 19:50:25,service_app_19,2020-07-23 00:00:00,Yes,2019-03-15 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-00803,2019-04-29 19:57:22,service_app_19,2020-07-23 00:00:00,Yes,2019-03-15 00:00:00,No,3,Runoff diverted,Home Preservation
IS-00804,2019-04-29 19:57:50,service_app_19,2020-07-23 00:00:00,No,2019-03-15 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-00805,2019-04-29 19:58:15,service_app_19,2020-07-23 00:00:00,Yes,2019-03-15 00:00:00,Yes,5,Doors/windows secure,Energy Efficiency
IS-00815,2019-04-29 20:01:53,service_app_19,2020-07-23 00:00:00,Yes,2019-04-10 00:00:00,Yes,16,Mods in bath if needed,Falls Prevention
IS-00806,2019-04-29 19:58:31,service_app_19,2020-07-23 00:00:00,Yes,2019-03-15 00:00:00,Yes,6,Pest free,Health Risk
IS-00819,2019-04-29 20:03:19,service_app_19,2020-07-23 00:00:00,Yes,2019-04-10 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-00807,2019-04-29 19:59:11,service_app_19,2020-07-23 00:00:00,Yes,2019-04-10 00:00:00,No,7,Numerals visible,Health Risk
IS-00810,2019-04-29 20:00:09,service_app_19,2020-07-23 00:00:00,Yes,2019-04-10 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-00808,2019-04-29 19:59:42,service_app_19,2020-07-23 00:00:00,Yes,2019-04-10 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-00809,2019-04-29 19:59:57,service_app_19,2020-07-23 00:00:00,Yes,2019-04-10 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-00811,2019-04-29 20:00:23,service_app_19,2020-07-23 00:00:00,Yes,2019-04-10 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-00823,2019-04-29 20:04:36,service_app_19,2020-07-23 00:00:00,Yes,2019-04-10 00:00:00,No,22,Interior temperature OK,Health Risk
IS-00812,2019-04-29 20:00:55,service_app_19,2020-07-23 00:00:00,Yes,2019-03-15 00:00:00,Yes,13,Appliances OK,Health Risk
IS-00813,2019-04-29 20:01:14,service_app_19,2020-07-23 00:00:00,No,2019-03-15 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-00814,2019-04-29 20:01:37,service_app_19,2020-07-23 00:00:00,Yes,2019-04-10 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-00816,2019-04-29 20:02:26,service_app_19,2020-07-23 00:00:00,Yes,2019-04-10 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-00825,2019-04-29 20:05:21,service_app_19,2020-07-23 00:00:00,Yes,2019-04-10 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-00817,2019-04-29 20:02:38,service_app_19,2020-07-23 00:00:00,No,2019-04-10 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-00820,2019-04-29 20:03:42,service_app_19,2020-07-23 00:00:00,Yes,2019-04-10 00:00:00,No,20,No ratty carpeting,Air Quality
IS-00822,2019-04-29 20:04:17,service_app_19,2020-07-23 00:00:00,Yes,2019-04-10 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-00824,2019-04-29 20:05:01,service_app_19,2020-07-23 00:00:00,No,2019-04-10 00:00:00,No,23,Adequate lighting,Falls Prevention
IS-00826,2019-04-29 20:05:39,service_app_19,2020-07-23 00:00:00,Yes,2019-04-10 00:00:00,Yes,25,No water leaks,Air Quality
IS-00827,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-00828,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,2,Roof watertight,Home Preservation
IS-00829,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,3,Runoff diverted,Home Preservation
IS-00830,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-00831,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-00832,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,6,Pest free,Health Risk
IS-00833,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,7,Numerals visible,Health Risk
IS-00834,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-00835,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,9,CO detectors OK,Health Risk
IS-00836,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-00837,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-00838,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,12,No electrical hazards,Fire Prevention
IS-00839,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,13,Appliances OK,Health Risk
IS-00840,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-00841,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,15,Sink/toilet/bath OK,Health Risk
IS-00842,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-00843,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-00844,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-00845,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-00846,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,20,No ratty carpeting,Air Quality
IS-00847,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,21,Dryer vented outside,Home Preservation
IS-00848,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,22,Interior temperature OK,Health Risk
IS-00849,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,23,Adequate lighting,Falls Prevention
IS-00850,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,24,Interior paint intact,Home Preservation
IS-00851,2019-04-29 21:28:41,service_app_6,,No,2019-04-17 00:00:00,No,25,No water leaks,Air Quality
IS-00852,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-00853,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,No,2,Roof watertight,Home Preservation
IS-00854,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,No,3,Runoff diverted,Home Preservation
IS-00855,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-00856,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,Yes,5,Doors/windows secure,Energy Efficiency
IS-00857,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,Yes,6,Pest free,Health Risk
IS-00858,2019-04-29 21:31:21,service_app_18,,Yes,2019-02-13 00:00:00,Yes,7,Numerals visible,Health Risk
IS-00859,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-00860,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-00861,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-00862,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-00863,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-00864,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,Yes,13,Appliances OK,Health Risk
IS-00865,2019-04-29 21:31:21,service_app_18,,No,2019-03-13 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-00866,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-00867,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-00868,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-00869,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-00870,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-00871,2019-04-29 21:31:21,service_app_18,,No,2019-03-13 00:00:00,No,20,No ratty carpeting,Air Quality
IS-00872,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-00873,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,No,22,Interior temperature OK,Health Risk
IS-00874,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-00875,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-00876,2019-04-29 21:31:21,service_app_18,,Yes,2019-03-13 00:00:00,Yes,25,No water leaks,Air Quality
IS-00877,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-00878,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-00879,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,3,Runoff diverted,Home Preservation
IS-00880,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-00881,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-00882,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,6,Pest free,Health Risk
IS-00883,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,7,Numerals visible,Health Risk
IS-00884,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-00885,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-00886,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-00887,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-00888,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-00889,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,13,Appliances OK,Health Risk
IS-00890,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-00891,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-00892,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,16,Mods in bath if needed,Falls Prevention
IS-00893,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,17,Grab bars if needed,Falls Prevention
IS-00894,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-00895,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-00896,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,No,20,No ratty carpeting,Air Quality
IS-00897,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-00898,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,No,22,Interior temperature OK,Health Risk
IS-00899,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-00900,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-00901,2019-05-02 21:44:01,service_app_11,,No,2019-05-02 00:00:00,Yes,25,No water leaks,Air Quality
IS-00902,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-00903,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,No,2,Roof watertight,Home Preservation
IS-00904,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,Yes,3,Runoff diverted,Home Preservation
IS-00905,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,No,2019-04-30 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-00906,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,Yes,5,Doors/windows secure,Energy Efficiency
IS-00907,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,Yes,6,Pest free,Health Risk
IS-00908,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,No,2019-04-30 00:00:00,No,7,Numerals visible,Health Risk
IS-00909,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,No,2019-04-30 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-00910,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-00911,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,No,2019-04-30 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-00912,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-00913,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-00914,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,Yes,13,Appliances OK,Health Risk
IS-00915,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,No,2019-04-30 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-00916,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-00917,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,Yes,16,Mods in bath if needed,Falls Prevention
IS-00918,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-00919,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-00920,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-00921,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,No,2019-04-30 00:00:00,No,20,No ratty carpeting,Air Quality
IS-00922,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-00923,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-00924,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,Yes,23,Adequate lighting,Falls Prevention
IS-00925,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-00926,2019-05-06 16:46:36,service_app_4,2019-08-26 00:00:00,Yes,2019-04-30 00:00:00,Yes,25,No water leaks,Air Quality
IS-00927,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,Yes,1,Safe ingress/egress,Falls Prevention
IS-00928,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-00929,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,Yes,3,Runoff diverted,Home Preservation
IS-00930,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-00931,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-00932,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,Yes,6,Pest free,Health Risk
IS-00933,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,No,7,Numerals visible,Health Risk
IS-00934,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-00935,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,No,9,CO detectors OK,Health Risk
IS-00936,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-00937,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-00938,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,Yes,12,No electrical hazards,Fire Prevention
IS-00939,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,No,13,Appliances OK,Health Risk
IS-00940,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-00941,2019-05-06 21:29:28,service_app_22,,No,,No,15,Sink/toilet/bath OK,Health Risk
IS-00942,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-00943,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-00944,2019-05-06 21:29:28,service_app_22,,No,,No,18,Stair rails if needed,Falls Prevention
IS-00945,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-00946,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,No,20,No ratty carpeting,Air Quality
IS-00947,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-00948,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,No,22,Interior temperature OK,Health Risk
IS-00949,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,No,23,Adequate lighting,Falls Prevention
IS-00950,2019-05-06 21:29:28,service_app_22,,No,2019-05-03 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-00951,2019-05-06 21:29:28,service_app_22,,No,,No,25,No water leaks,Air Quality
IS-00101,2018-11-26 21:21:03,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-00102,2018-11-26 21:21:27,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,No,2,Roof watertight,Home Preservation
IS-00103,2018-11-26 21:25:52,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,No,3,Runoff diverted,Home Preservation
IS-00104,2018-11-26 21:29:58,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,Yes,4,No gaps/cracks/holes,Energy Efficiency
IS-00105,2018-11-26 21:32:37,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,Yes,5,Doors/windows secure,Energy Efficiency
IS-00106,2018-11-26 21:37:02,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,Yes,6,Pest free,Health Risk
IS-00107,2018-11-26 21:38:11,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,No,7,Numerals visible,Health Risk
IS-00108,2018-11-26 21:52:24,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-00109,2018-11-26 22:06:24,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-00110,2018-11-26 22:21:37,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,Yes,10,Fire extinguisher OK,Fire Prevention
IS-00111,2018-11-26 22:23:10,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-00112,2018-11-26 22:26:39,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,No,12,No electrical hazards,Fire Prevention
IS-00113,2018-11-26 22:29:10,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,No,13,Appliances OK,Health Risk
IS-00114,2018-11-26 22:29:52,service_app_62,2018-11-06 00:00:00,No,2018-03-07 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-00115,2018-11-26 22:33:04,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-00116,2018-11-26 22:33:29,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,Yes,16,Mods in bath if needed,Falls Prevention
IS-00120,2018-11-26 22:35:58,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,No,20,No ratty carpeting,Air Quality
IS-00117,2018-11-26 22:34:03,service_app_62,2018-11-06 00:00:00,Yes,2018-03-07 00:00:00,Yes,17,Grab bars if needed,Falls Prevention
